Name,Description,Detail Page URL,Page
Blue Sky Fund,Providing transformational experiences for Richmond area youth through outdoor education. Based in Richmond VA.,https://directories.onepercentfortheplanet.org/profile/blue-sky-fund,11
Conservamos por Naturaleza,Involving more people in environmental strategic actions in Peru. Based in San Isidro Lima Peru.,https://directories.onepercentfortheplanet.org/profile/conservamos-por-naturaleza,12
Old-Growth Forest Network,Identifying and protecting at least one publicly accessible old-growth forest in every forested county in the US. Based in Easton MD.,https://directories.onepercentfortheplanet.org/profile/oldgrowth-forest-network,12
Sandy River Basin Watershed Council,Freshwater Ecosystems focused organization in Gresham OR.,https://directories.onepercentfortheplanet.org/profile/sandy-river-basin-watershed-council,12
Captain Planet Foundation,Engaging and empowering young people to be problem solvers for the planet. Based in Atlanta GA.,https://directories.onepercentfortheplanet.org/profile/captain-planet-foundation,12
Cowichan Bio-Diesel Co-op,Climate Adaptation focused organization in Duncan BC Canada.,https://directories.onepercentfortheplanet.org/profile/cowichan-biodiesel-coop,12
Idaho Fish & Wildlife Foundation,Partnering with Idaho Fish and Game to sustain Idahos fishing hunting and wildlife heritage. Based in Boise ID.,https://directories.onepercentfortheplanet.org/profile/idaho-fish-wildlife-foundation,12
Watershed Management Group,Improving desert ecosystems through watershed restoration and water supply projects. Based in Tucson AZ.,https://directories.onepercentfortheplanet.org/profile/watershed-management-group,12
Dakota Rural Action,Climate Adaptation focused organization in Rapid City SD.,https://directories.onepercentfortheplanet.org/profile/dakota-rural-action,12
Lynn Canal Conservation,Climate Adaptation focused organization in Haines AK.,https://directories.onepercentfortheplanet.org/profile/lynn-canal-conservation,12
Little Traverse Conservancy,Terrestrial Ecosystems focused organization in Harbor Springs MI.,https://directories.onepercentfortheplanet.org/profile/little-traverse-conservancy,12
Burning River Foundation,Toxics & Pollution focused organization in Cleveland OH.,https://directories.onepercentfortheplanet.org/profile/burning-river-foundation,12
Socio-Economic and Educational Development Society (SEEDS),Climate Adaptation focused organization in Madurai Tamil Nadu India.,https://directories.onepercentfortheplanet.org/profile/socioeconomic-and-educational-development-society-seeds,12
CPIE Bassin de Thau,Environmental Education+1 focused organization in Frontignan France.,https://directories.onepercentfortheplanet.org/profile/cpie-bassin-de-thau,12
NEBEDAY,Climate Adaptation focused organization in Sacr Coeur 2 Dakar Senegal.,https://directories.onepercentfortheplanet.org/profile/nebeday,12
Shelburne Farms,Education nonprofit inspiring and cultivating learning for a sustainable future. Based in Shelburne VT.,https://directories.onepercentfortheplanet.org/profile/shelburne-farms,12
Responsible Purchasing Network,Toxics & Pollution focused organization in Oakland CA.,https://directories.onepercentfortheplanet.org/profile/responsible-purchasing-network,12
The Clinch Coalition,Climate Adaptation focused organization in Wise VA.,https://directories.onepercentfortheplanet.org/profile/the-clinch-coalition,12
Coastal Conservation Association South Carolina,Freshwater Ecosystems focused organization in Columbia SC.,https://directories.onepercentfortheplanet.org/profile/coastal-conservation-association-south-carolina,12
Northern Lights Wildlife Society,Dedicated to helping all wildlife in need specializing in bears. Based in Smithers BC Canada.,https://directories.onepercentfortheplanet.org/profile/northern-lights-wildlife-society,12
Conservation Legacy,Engaging individuals to complete important conservation projects throughout the nation. Based in Durango CO.,https://directories.onepercentfortheplanet.org/profile/conservation-legacy,12
Solidaridad North America,Food Systems focused organization in San Francisco CA.,https://directories.onepercentfortheplanet.org/profile/solidaridad-north-america,13
Green Schools National Network,Redesigning K12 school systems to become healthy equitable and sustainable. Based in Iowa City IA.,https://directories.onepercentfortheplanet.org/profile/green-schools-national-network,13
Beach Environmental Awareness Campaign Hawaii (B.E.A.C.H.),Climate Adaptation focused organization in Honolulu HI.,https://directories.onepercentfortheplanet.org/profile/beach-environmental-awareness-campaign-hawaii-beach,13
Green Our Planet,Connecting people to the Earth through gardens inspiring growth learning and environmental change. Based in Las Vegas NV.,https://directories.onepercentfortheplanet.org/profile/green-our-planet,13
Hawaii Bicycling League,Enabling more people to ride bicycles for health recreation and transportation. Based in Honolulu HI.,https://directories.onepercentfortheplanet.org/profile/hawaii-bicycling-league,13
The Outdoor Foundation,Terrestrial Ecosystems focused organization in Boulder CO.,https://directories.onepercentfortheplanet.org/profile/the-outdoor-foundation,13
The Recyclery Collective,Educational bike shop promoting sustainability by giving access to tools skills and collaboration. Based in IL.,https://directories.onepercentfortheplanet.org/profile/the-recyclery-collective,13
Cultivons nos toits,Urban agriculture organization working for healthy and sustainable food for all in Grenoble France.,https://directories.onepercentfortheplanet.org/profile/cultivons-nos-toits,13
Health Care Without Harm,Climate Adaptation focused organization in Reston VA.,https://directories.onepercentfortheplanet.org/profile/health-care-without-harm,13
Le battement d ailes,Climate Adaptation focused organization in Cornil France.,https://directories.onepercentfortheplanet.org/profile/le-battement-dailes,13
Cittadini per l aria (Citizens for Air),Working to create a network of citizens for air quality improvement. Based in Milan Italy.,https://directories.onepercentfortheplanet.org/profile/cittadini-per-laria-citizens-for-air,13
Food 4 Farmers,Partnering with coffee-farming communities in Latin America for food security. Based in Burlington VT.,https://directories.onepercentfortheplanet.org/profile/food-4-farmers,13
Harlem Grown,Inspiring youth through mentorship and hands-on education in urban farming sustainability and nutrition. Based in New York NY.,https://directories.onepercentfortheplanet.org/profile/harlem-grown,13
Friends of Maryland State Forests and Parks Inc.,Enhancing exposure to and enjoyment of Marylands State Parks. Based in Phoenix MD.,https://directories.onepercentfortheplanet.org/profile/friends-of-maryland-state-forests-and-parks-inc,13
WWF Hong Kong,Leading global conservation organization working since 1981 in Hong Kong.,https://directories.onepercentfortheplanet.org/profile/wwf-hong-kong,13
Australian Desert Expeditions,Terrestrial Ecosystems focused organization in Deniliquin NSW Australia.,https://directories.onepercentfortheplanet.org/profile/australian-desert-expeditions,13
Northwest Avalanche Center,Increasing avalanche awareness and reducing impacts. Based in Seattle WA.,https://directories.onepercentfortheplanet.org/profile/northwest-avalanche-center-approvable,13
Draft Animal Power Network Inc.,Food Systems focused organization in Vergennes VT.,https://directories.onepercentfortheplanet.org/profile/draft-animal-power-network-inc,13
Kamigo Segami No Shizen Wo Mamoru Kai,Terrestrial Ecosystems focused organization in Kanagawa Japan.,https://directories.onepercentfortheplanet.org/profile/kamigo-segami-no-shizen-wo-mamoru-kai,13
Kizugawa Ryuiki No Dam Wo Kangaeru Network,Freshwater Ecosystems focused organization in Iga Mie Japan.,https://directories.onepercentfortheplanet.org/profile/kizugawa-ryuiki-no-dam-wo-kangaeru-network,13
Koekizaidanhojin Shinjiko/Nakaumi Kisuiko Kenkyujyo,Freshwater Ecosystems focused organization in Shimane Japan.,https://directories.onepercentfortheplanet.org/profile/koekizaidanhojin-shinjikonakaumi-kisuiko-kenkyujyo,14
Mogamiogunigawa no Seiryu o Mamorukai,Freshwater Ecosystems focused organization in Yamagata Japan.,https://directories.onepercentfortheplanet.org/profile/mogamiogunigawa-no-seiryu-o-mamorukai,14
CAWST (Centre for Affordable Water and Sanitation Technology),Freshwater Ecosystems focused organization in Calgary AB Canada.,https://directories.onepercentfortheplanet.org/profile/cawst-centre-for-affordable-water-and-sanitation-technology,14
Friends of the Colorado Avalanche Information Center (CAIC),Climate Adaptation focused organization in Grand Junction CO.,https://directories.onepercentfortheplanet.org/profile/friends-of-the-colorado-avalanche-information-center-caic,14
The Weston A. Price Foundation,Food Systems focused organization in Washington DC.,https://directories.onepercentfortheplanet.org/profile/the-weston-a-price-foundation,14
Clean Lakes Alliance Inc.,Toxics & Pollution focused organization in Madison WI.,https://directories.onepercentfortheplanet.org/profile/clean-lakes-alliance-inc,14
Greenovation Hub,Climate Adaptation focused organization in Beijing China.,https://directories.onepercentfortheplanet.org/profile/greenovation-hub,14
Togenji no Midorio Mamorukai,Terrestrial Ecosystems focused organization in Kanagawa Japan.,https://directories.onepercentfortheplanet.org/profile/togenji-no-midorio-mamorukai,14
Tokutei hieiri katsudou houjin Saijo Shizen Gakkou,Terrestrial Ecosystems focused organization in Ehime Pref. Japan.,https://directories.onepercentfortheplanet.org/profile/tokutei-hieiri-katsudou-houjin-saijo-shizen-gakkou,14
Hokugen No Jugong Chosa Team- Zan,Freshwater Ecosystems focused organization in Okinawa Japan.,https://directories.onepercentfortheplanet.org/profile/hokugen-no-jugong-chosa-team-zan,14
Twase Women Development Trust,Womens led organization conserving the environment and reducing climate change effects. Based in Kyaminyawandi Kasese Uganda.,https://directories.onepercentfortheplanet.org/profile/twase-women-development-trust,14
Growing Hope Foundation,Food Systems focused organization in Big Pine Key FL.,https://directories.onepercentfortheplanet.org/profile/growing-hope-foundation,14
Butterfly Project,Food Systems focused organization in Hokuto-shi Yamanashi Japan.,https://directories.onepercentfortheplanet.org/profile/butterfly-project,14
Tillamook Estuaries Partnership,Dedicated to the quality of local estuaries and waterways. Based in Garibaldi OR.,https://directories.onepercentfortheplanet.org/profile/tillamook-estuaries-partnership,14
The Sage School,Food Systems focused organization in Hailey ID.,https://directories.onepercentfortheplanet.org/profile/the-sage-school,14
MarAlliance,Securing a future for threatened marine wildlife and their habitats with coastal communities. Based in Houston TX.,https://directories.onepercentfortheplanet.org/profile/maralliance,14
Federations des Races de Bretagne,Food Systems focused organization in Rennes France.,https://directories.onepercentfortheplanet.org/profile/fdrations-des-races-de-bretagne,14
Forest of Avon Trust,Connecting those who live and work in the region to their local trees and woodlands. Based in North Somerset UK.,https://directories.onepercentfortheplanet.org/profile/forest-of-avon-trust,14
Sustainable Ballard,Climate Adaptation focused organization in Seattle WA.,https://directories.onepercentfortheplanet.org/profile/sustainable-ballard,14
Amis de l Afrique Francophone- Benin (AMAF-BENIN),Climate Adaptation focused organization in Cotonou Benin.,https://directories.onepercentfortheplanet.org/profile/amis-de-lafrique-francophone-benin-amafbenin,14
Upper Deschutes Watershed Council,Freshwater Ecosystems focused organization in Bend OR.,https://directories.onepercentfortheplanet.org/profile/upper-deschutes-watershed-council,15
Reuse Institute,Climate Adaptation focused organization in Dayton OH.,https://directories.onepercentfortheplanet.org/profile/reuse-institute,15
Alabama Center for Sustainable Energy,Climate Adaptation+1 focused organization in Huntsville AL.,https://directories.onepercentfortheplanet.org/profile/alabama-center-for-sustainable-energy,15
Solar Energy International,Climate Adaptation focused organization in Paonia CO.,https://directories.onepercentfortheplanet.org/profile/solar-energy-international,15
Energy For All,Climate Adaptation focused organization in Calgary AB Canada.,https://directories.onepercentfortheplanet.org/profile/energy-for-all,15
The Jerry Garcia Foundation,Freshwater Ecosystems focused organization in San Rafael CA.,https://directories.onepercentfortheplanet.org/profile/the-jerry-garcia-foundation,15
Duluth Climbers Coalition,Terrestrial Ecosystems focused organization in Duluth MN.,https://directories.onepercentfortheplanet.org/profile/duluth-climbers-coalition,15
Second Harvest Food Bank of Orange County,Ending hunger in Orange County through food recovery and distribution. Based in Irvine CA.,https://directories.onepercentfortheplanet.org/profile/second-harvest-food-bank-of-orange-county,15
Planet Forward,Teaching celebrating and rewarding environmental storytelling by college students. Based in Washington DC.,https://directories.onepercentfortheplanet.org/profile/planet-forward,15
Food Gatherers,Food Systems focused organization in Ann Arbor MI.,https://directories.onepercentfortheplanet.org/profile/food-gatherers,15
The Nantucket Maria Mitchell Association,Climate Adaptation focused organization in Nantucket MA.,https://directories.onepercentfortheplanet.org/profile/the-nantucket-maria-mitchell-association,15
The Green Urban Lunch Box,Food Systems focused organization in Salt Lake City UT.,https://directories.onepercentfortheplanet.org/profile/the-green-urban-lunch-box,15
Mille Varietes Anciennes,Saving seeds of ancient vegetable varieties. Based in Cour Cheverny France.,https://directories.onepercentfortheplanet.org/profile/mille-varits-anciennes,15
LPO Centre-Val de Loire,Biodiversity & Wildlife focused organization in Saint-Cyr-sur-Loire France.,https://directories.onepercentfortheplanet.org/profile/lpo-touraine,15
Crested Butte Mountain Bike Association,Building maintaining and advocating for sustainable trails in Crested Butte CO.,https://directories.onepercentfortheplanet.org/profile/crested-butte-mountain-bike-association,15
The Hunger Task Force of La Crosse Inc.,Food Systems focused organization in La Crosse WI.,https://directories.onepercentfortheplanet.org/profile/the-hunger-task-force-of-la-crosse-inc,15
If She Can Do It You Can Too,Terrestrial Ecosystems focused organization in United States.,https://directories.onepercentfortheplanet.org/profile/if-she-can-do-it-you-can-too,15
Wildcare Coastal Custodians,Toxics & Pollution focused organization in South Hobart TAS Australia.,https://directories.onepercentfortheplanet.org/profile/wildcare-coastal-custodians,15
Tides Canada Initiatives Society: The Binners Project,Climate Adaptation focused organization in Vancouver BC Canada.,https://directories.onepercentfortheplanet.org/profile/tides-canada-initiatives-society-the-binners-project,15
Bicycle Coalition of the Ozarks,Climate Adaptation focused organization in Bentonville AR.,https://directories.onepercentfortheplanet.org/profile/bicycle-coalition-of-the-ozarks,15
Flagstaff Foodlink,Food Systems+1 focused organization in Flagstaff AZ.,https://directories.onepercentfortheplanet.org/profile/flagstaff-foodlink,16
Earthroots,Climate Adaptation focused organization in Toronto ON Canada.,https://directories.onepercentfortheplanet.org/profile/earthroots,16
Oceans Initiative (Canada),Biodiversity & Wildlife focused organization in BC Canada.,https://directories.onepercentfortheplanet.org/profile/oceans-initiative-canada,16
Camp Kawartha & the Camp Kawartha Outdoor Education Centre,Terrestrial Ecosystems focused organization in Douro-Dummer ON Canada.,https://directories.onepercentfortheplanet.org/profile/camp-kawartha-the-camp-kawartha-outdoor-education-centre,16
NICA (National Interscholastic Cycling Association),Toxics & Pollution focused organization in Berkeley CA.,https://directories.onepercentfortheplanet.org/profile/nica-national-interscholastic-cycling-association,16
British Trust for Ornithology (BTO),Harnessing the skills of birdwatchers to advance understanding of ornithology. Based in Thetford Norfolk UK.,https://directories.onepercentfortheplanet.org/profile/british-trust-for-ornithology-bto,16
Wild Things Sanctuary,Dedicated to helping native wildlife through rescuing and rehabilitating debilitated and orphaned animals. Based in Ithaca NY.,https://directories.onepercentfortheplanet.org/profile/wild-things-sanctuary,16
Environmental investigation about the Sainokuni-resource of circulation factries,Toxics & Pollution focused organization in Osato-gun Saitama Japan.,https://directories.onepercentfortheplanet.org/profile/environmental-investigation-about-the-sainokuniresource-of-circulation-factries,16
Pole Relais Zones Humides Tropicales - CF UICN,Terrestrial Ecosystems focused organization in Basse-Terre Guadeloupe.,https://directories.onepercentfortheplanet.org/profile/ple-relais-zones-humides-tropicales-cf-uicn,16
NGO Life Investigation Agency,Biodiversity & Wildlife focused organization in Chikuma-shi Nagano Japan.,https://directories.onepercentfortheplanet.org/profile/ngo-life-investigation-agency,16
GreenWave,Working to create a blue economy built and led by ocean farmers. Based in New Haven CT.,https://directories.onepercentfortheplanet.org/profile/greenwave,16
Oceanic Society,Improving ocean health by deepening connections between people and nature. Based in Ross CA.,https://directories.onepercentfortheplanet.org/profile/oceanic-society,16
SHIFT / The Center for Jackson Hole,Terrestrial Ecosystems focused organization in Jackson WY.,https://directories.onepercentfortheplanet.org/profile/shift-the-center-for-jackson-hole,16
Vivamar,Biodiversity & Wildlife focused organization in Rovinj Croatia.,https://directories.onepercentfortheplanet.org/profile/vivamar,16
Surf Like a Girl,Climate Adaptation+1 focused organization in Santa Barbara CA.,https://directories.onepercentfortheplanet.org/profile/surf-like-a-girl,16
Manx Whale & Dolphin Watch,Dedicated to conservation of local whale dolphin and porpoise species. Based on Isle of Man UK.,https://directories.onepercentfortheplanet.org/profile/manx-whale-dolphin-watch,16
Los Angeles Parks Foundation,Supporting 450 LA city parks and open spaces. Based in Los Angeles CA.,https://directories.onepercentfortheplanet.org/profile/los-angeles-parks-foundation,16
Whale and Dolphin Conservation (WDC) Germany,Leading charity dedicated to the protection of whales and dolphins. Based in Munich Germany.,https://directories.onepercentfortheplanet.org/profile/whale-and-dolphin-conservation-wdc-germany,16
Maine Huts & Trails,Terrestrial Ecosystems focused organization in Kingfield ME.,https://directories.onepercentfortheplanet.org/profile/maine-huts-trails,16
Cultive ta tete et ton assiette,Food Systems focused organization in La Rochelle France.,https://directories.onepercentfortheplanet.org/profile/cultive-ta-tte-et-ton-assiette,16
Garden Island Resource Conservation & Development,Climate Adaptation focused organization in Lihue HI.,https://directories.onepercentfortheplanet.org/profile/garden-island-resource-conservation-development,17
World Surf League Pure (WSL PURE),Working on climate change plastic pollution and coastal conservation. Based in Santa Monica CA.,https://directories.onepercentfortheplanet.org/profile/world-surf-league-pure-wsl-pure,17
Pacific Marine Mammal Center,Rescuing and rehabilitating marine mammals since 1971. Based in Laguna Beach CA.,https://directories.onepercentfortheplanet.org/profile/pacific-marine-mammal-center,17
St. Louis River Alliance,Membership organization committed to protecting restoring and enhancing the St. Louis River. Based in Duluth MN.,https://directories.onepercentfortheplanet.org/profile/st-louis-river-alliance,17
Russian Riverkeeper,Protecting the Russian River through advocacy floodplain restoration and cleanup. Based in Healdsburg CA.,https://directories.onepercentfortheplanet.org/profile/russian-riverkeeper,17
South River Watershed Alliance,Community standing up for the South River through awareness and advocacy. Based in Decatur GA.,https://directories.onepercentfortheplanet.org/profile/south-river-watershed-alliance,17
The Morton Arboretum,Climate Adaptation focused organization in Lisle IL.,https://directories.onepercentfortheplanet.org/profile/the-morton-arboretum,17
Nature Libre,Toxics & Pollution focused organization in Boulogne sur mer France.,https://directories.onepercentfortheplanet.org/profile/nature-libre,17
Fukushima Renewable Future Fund,Climate Adaptation focused organization in Fukushima-shi Japan.,https://directories.onepercentfortheplanet.org/profile/fukushima-renewable-future-fund,17
Marine Conservation Institute,Dedicated to securing permanent strong protection for the oceans most important places. Based in Glen Ellen CA.,https://directories.onepercentfortheplanet.org/profile/marine-conservation-institute,17
Rios to Rivers,Inspiring protection of rivers worldwide by reconnecting Indigenous youth to their waterways. Based in Aspen CO.,https://directories.onepercentfortheplanet.org/profile/rios-to-rivers,17
Greenspits,Development maintenance and promotion of natural climbing areas. Based in Lauris France.,https://directories.onepercentfortheplanet.org/profile/greenspits,17
Ethic Ocean,Marine conservation organisation working with the seafood chain for sustainable supply. Based in Pantin France.,https://directories.onepercentfortheplanet.org/profile/ethic-ocean,17
Nord Nature Chico Mendes,Environmental education and action for nature. Based in Lille France.,https://directories.onepercentfortheplanet.org/profile/nord-nature-chico-mends,17
The Open Source Seed Initiative,Food Systems focused organization in Madison WI.,https://directories.onepercentfortheplanet.org/profile/the-open-source-seed-initiative,17
Friends of Katahdin Woods & Waters,Official philanthropic partner to Katahdin Woods and Waters National Monument. Based in Portland ME.,https://directories.onepercentfortheplanet.org/profile/friends-of-katahdin-woods-waters,17
Peaks to People Water Fund,Creating a watershed fund to protect water resources in Northern Colorado. Based in Fort Collins CO.,https://directories.onepercentfortheplanet.org/profile/peaks-to-people-water-fund,17
Leeway Collective,Promoting importance of free flowing rivers and aquatic ecosystems. Based in Kamna Gorica Slovenia.,https://directories.onepercentfortheplanet.org/profile/leeway-collective,17
FLOW (For Love of Water),Ensuring the waters of the Great Lakes Basin are healthy public and protected. Based in Traverse City MI.,https://directories.onepercentfortheplanet.org/profile/flow-for-love-of-water,17
Columbia Springs,Climate Adaptation focused organization in Vancouver WA.,https://directories.onepercentfortheplanet.org/profile/columbia-springs,17
Fairtrade America,Working directly with farmers and workers in the Global South for fair trade. Based in Washington DC.,https://directories.onepercentfortheplanet.org/profile/fairtrade-america,18
YES!,Climate Adaptation focused organization in Berkeley CA.,https://directories.onepercentfortheplanet.org/profile/yes,18
Institute of Circular Economy,Accelerating the transition towards circular economy in Prague Czechia.,https://directories.onepercentfortheplanet.org/profile/institute-of-circular-economy,18
Mexico Vertical,Creating a community of climbers committed to conservation of vertical sports and natural areas. Based in Mexico.,https://directories.onepercentfortheplanet.org/profile/mexico-vertical,18
Ecomusee de Port des Barques,Freshwater Ecosystems focused organization in Port des Barques France.,https://directories.onepercentfortheplanet.org/profile/ecomuse-de-port-des-barques,18
Pennsylvania Parks and Forests Foundation,Stewarding PAs state parks and forests for everyone in the outdoors. Based in Camp Hill PA.,https://directories.onepercentfortheplanet.org/profile/pennsylvania-parks-and-forests-foundation,18
World Forestry Center,Creating educating and inspiring champions of sustainable forestry. Based in Portland OR.,https://directories.onepercentfortheplanet.org/profile/world-forestry-center,18
Les Petits Debrouillards Grand Ouest,Climate Adaptation focused organization in Rennes France.,https://directories.onepercentfortheplanet.org/profile/les-petits-dbrouillards-grand-ouest,18
Glacier Lake School,Trusting students to take control of their own lives and learning in Montana. Based in St Ignatius MT.,https://directories.onepercentfortheplanet.org/profile/glacier-lake-school,18
LA Compost,Implementing localized composting hubs in LAs environmentally at-risk communities. Based in Los Angeles CA.,https://directories.onepercentfortheplanet.org/profile/la-compost,18
France Nature Environnement (FNE) des Alpes de Haute Provence,Terrestrial Ecosystems focused organization in LES MEES France.,https://directories.onepercentfortheplanet.org/profile/france-nature-environnement-fne-des-alpes-de-haute-provence,18
Futaleufu Riverkeeper,Dedicated to the protection and conservation of the Futaleufu watershed in Chile.,https://directories.onepercentfortheplanet.org/profile/futaleufu-riverkeeper,18
Groupe Mammalogique Normand,Biodiversity & Wildlife focused organization in EPAIGNES France.,https://directories.onepercentfortheplanet.org/profile/groupe-mammalogique-normand,18
Fair World Project,Contributing to building a just economy that benefits all people. Based in Portland OR.,https://directories.onepercentfortheplanet.org/profile/fair-world-project,18
The Wholeness Crystal Earth Project,Terrestrial Ecosystems focused organization in Santa Fe NM.,https://directories.onepercentfortheplanet.org/profile/the-wholeness-crystal-earth-project,18
Stewards of the Coast and Redwoods (Stewards),Promoting restoring and protecting natural and cultural resources of Russian River area State Parks. Based in Guerneville CA.,https://directories.onepercentfortheplanet.org/profile/stewards-of-the-coast-and-redwoods-stewards,18
South Coast Botanic Garden,A former landfill converted into a public oasis of botanical wonder on 87 acres. Based in Palos Verdes Peninsula CA.,https://directories.onepercentfortheplanet.org/profile/south-coast-botanic-garden,18
Friends of Maine Coastal Islands National Wildlife Refuge,Biodiversity & Wildlife focused organization in Rockland ME.,https://directories.onepercentfortheplanet.org/profile/friends-of-maine-coastal-islands-national-wildlife-refuge,18
Warrior Expeditions,Terrestrial Ecosystems focused organization in Roanoke VA.,https://directories.onepercentfortheplanet.org/profile/warrior-expeditions,18
Indiana Parks Alliance,Supporting and advocating for Indiana DNR State Parks and Nature Preserves. Based in Indianapolis IN.,https://directories.onepercentfortheplanet.org/profile/indiana-parks-alliance,18
Casa Interamericana,Supporting reforestation sustainable agriculture and environmental education in Ecuador.,https://directories.onepercentfortheplanet.org/profile/casa-interamericana,19
WNC Communities,Terrestrial Ecosystems focused organization in Asheville NC. Runs Hemlock Restoration Initiative.,https://directories.onepercentfortheplanet.org/profile/wnc-communities,19
Hubbub Foundation UK,Bringing creative ideas to social and environmental problems. Based in London UK.,https://directories.onepercentfortheplanet.org/profile/hubbub-foundation-uk,19
Backyard Growers Organization,Food Systems focused organization in Gloucester MA.,https://directories.onepercentfortheplanet.org/profile/backyard-growers,19
San Francisco Bay Bird Observatory,Leading authority in field techniques and study of landbirds waterbirds and their habitats. Based in Milpitas CA.,https://directories.onepercentfortheplanet.org/profile/san-francisco-bay-bird-observatory,19
Washingtons National Park Fund,Official nonprofit partner to Mount Rainier North Cascades and Olympic National Parks. Based in Seattle WA.,https://directories.onepercentfortheplanet.org/profile/washingtons-national-park-fund,19
Io non ho paura del Lupo,Ensuring a stable future for wolves humans and the environment. Based in Borgotaro Italy.,https://directories.onepercentfortheplanet.org/profile/io-non-ho-paura-del-lupo,19
New Haven Farms,Promoting health and community building through urban agriculture in New Haven CT.,https://directories.onepercentfortheplanet.org/profile/new-haven-farms,19
Sibylline Oceans,Protecting marine wildlife and their habitats through research rescue rehabilitation and education. Based in Mimizan-plage France.,https://directories.onepercentfortheplanet.org/profile/sibylline-oceans,19
The Human Impacts Institute,Using art and storytelling to inspire climate action. Based in Brooklyn NY.,https://directories.onepercentfortheplanet.org/profile/the-human-impacts-institute,19
OCEARCH,Biodiversity & Wildlife focused organization in Park City UT.,https://directories.onepercentfortheplanet.org/profile/ocearch,19
TODO NFP,Bringing everyone together to help Mother Nature through citizen-science cleanup efforts. Based in Hoffman Estates IL.,https://directories.onepercentfortheplanet.org/profile/todo-nfp,19
Shinnecock Bay Restoration Program,Restoring the bay using science monitoring and community partnerships. Based in Stony Brook NY.,https://directories.onepercentfortheplanet.org/profile/shinnecock-bay-restoration-program,19
350 Seattle,Climate Adaptation+1 focused organization in Seattle WA.,https://directories.onepercentfortheplanet.org/profile/350-seattle,19
Le Champ des Ecoutes,Accompaniment within an agroecological and solidarity micro-farm. Based in Rives de lYon France.,https://directories.onepercentfortheplanet.org/profile/le-champ-des-ecoutes,19
Teaneck Creek Conservancy,Transforming a former dumpsite into a thriving park with freshwater wetlands in Teaneck NJ.,https://directories.onepercentfortheplanet.org/profile/teaneck-creek-conservancy,19
Power for People,Non-profit aiming to see the UK rapidly transition to 100% clean energy. Based in London UK.,https://directories.onepercentfortheplanet.org/profile/power-for-people,19
