Name,Description,Detail Page URL,Page
The Chain Collaborative,Believing sustainable change comes from local leadership. Kennett Square PA.,https://directories.onepercentfortheplanet.org/profile/the-chain-collaborative,22
Les Jardins Respectueux,Biodiversity & Wildlife focused organization in Chateaubernard France.,https://directories.onepercentfortheplanet.org/profile/les-jardins-respectueux,22
Save the Kiwi,New Zealand charity supporting community-led and Maori-led kiwi conservation projects.,https://directories.onepercentfortheplanet.org/profile/kiwis-for-kiwi,22
Stewardship Grey Bruce Incorporated,Sustaining Natural Resources Together including Piping Plover program along Lake Huron. Owen Sound ON Canada.,https://directories.onepercentfortheplanet.org/profile/stewardship-grey-bruce-incorporated,22
Australian Wildlife Conservancy,Biodiversity & Wildlife focused organization in Subiaco WA Australia.,https://directories.onepercentfortheplanet.org/profile/australian-wildlife-conservancy,22
Ocean Rescue Alliance (ORA),Marine conservation and restoration non-profit restoring oceans one reef at a time. Apollo Beach FL.,https://directories.onepercentfortheplanet.org/profile/ocean-rescue-alliance,22
Walk n Rollers,Encouraging kids to lead active and sustainable lifestyle by walking and biking to school. Los Angeles CA.,https://directories.onepercentfortheplanet.org/profile/walk-n-rollers,23
Working Food,Growing a robust local food system from seed to plate. Gainesville FL.,https://directories.onepercentfortheplanet.org/profile/working-food,23
International Viticulture and Enology Society (IVES),Academic association dedicated to viticulture and enology. Villenave dOrnon France.,https://directories.onepercentfortheplanet.org/profile/international-viticulture-and-enology-society-ives,23
Sea Shepherd Italia ONLUS,Direct action organization investigating documenting and acting against illegal activities in high seas. Milan Italy.,https://directories.onepercentfortheplanet.org/profile/sea-shepherd-italia-onlus,23
Law Firm Sustainability Network,Nonprofit promoting environmental sustainability and corporate social responsibility within the legal industry. Basking Ridge NJ.,https://directories.onepercentfortheplanet.org/profile/law-firm-sustainability-network,23
Trailkeepers of Oregon,Protecting and enhancing the Oregon hiking experience through stewardship advocacy outreach and education. Portland OR.,https://directories.onepercentfortheplanet.org/profile/trail-keepers-of-oregon,23
The Great Outdoors Fund,Dedicated to improving recreation infrastructure and access to the great outdoors. Washington DC.,https://directories.onepercentfortheplanet.org/profile/the-great-outdoors-fund,23
Save the Yellowstone Grizzly,Working to maintain the grizzlys status as federally listed threatened species. Livingston MT.,https://directories.onepercentfortheplanet.org/profile/save-the-yellowstone-grizzly,23
rehab republic e.V.,Climate Adaptation focused organization in Munich Germany.,https://directories.onepercentfortheplanet.org/profile/rehab-republic-ev,23
Stichting Plastic Whale / Plastic Whale Foundation,Toxics & Pollution focused organization in Amsterdam Netherlands.,https://directories.onepercentfortheplanet.org/profile/stichting-plastic-whale-plastic-whale-foundation,23
WOTCH,Biodiversity & Wildlife focused organization in VIC Australia.,https://directories.onepercentfortheplanet.org/profile/wotch,23
Earth Action North Devon,On a mission to protect and improve environment through community led action in Devon UK.,https://directories.onepercentfortheplanet.org/profile/plastic-free-north-devon,23
Sustainable Food Trade Association,Accelerating change in the organic food sector. Boulder CO.,https://directories.onepercentfortheplanet.org/profile/sustainable-food-trade-association,23
World Fisheries Trust,Changing attitudes by explaining how the environment functions and how people fit in. Victoria BC Canada.,https://directories.onepercentfortheplanet.org/profile/world-fisheries-trust,23
Porpoise.org Porpoise Conservation Society,Dedicated to raising the profile of porpoises and their conservation. Burnaby BC Canada.,https://directories.onepercentfortheplanet.org/profile/porpoiseorg-porpoise-conservation-society,23
Caucasus Nature Fund,Biodiversity & Wildlife focused organization in Tbilisi Georgia.,https://directories.onepercentfortheplanet.org/profile/caucasus-nature-fund,23
Girls Who Click,Inspiring a new generation of female nature photographers and conservationists. Petaluma CA.,https://directories.onepercentfortheplanet.org/profile/girls-who-click,23
The Orchard Project,Bringing orchards into the heart of urban communities. London UK.,https://directories.onepercentfortheplanet.org/profile/the-orchard-project,23
LIFETIME PROJECTS,Projects structured around 17 UN sustainable development goals through ethical eco-volunteering. Strasbourg France.,https://directories.onepercentfortheplanet.org/profile/lifetime-projects,23
Action for Dolphins,Bringing an end to unregulated dolphin hunts and cetacean captivity. Melbourne VIC Australia.,https://directories.onepercentfortheplanet.org/profile/action-for-dolphins,23
North Gulf Oceanic Society,Dedicated to research on killer whales since 1984 studying population health. Seward AK.,https://directories.onepercentfortheplanet.org/profile/north-gulf-oceanic-society,24
Wild Pacific Trail Society,9km hiking trail providing accessible nature experience while preserving local flora and fauna. Ucluelet BC Canada.,https://directories.onepercentfortheplanet.org/profile/wild-pacific-trail-society,24
Compostons,Promoting management and local composting of bio-waste. Montpellier France.,https://directories.onepercentfortheplanet.org/profile/compostons,24
Floral Foundation,Reintroducing wildflower meadows and creating biocenotic gardens to preserve pollinators habitats. Blonie Poland.,https://directories.onepercentfortheplanet.org/profile/floral-foundation,24
Les Jardins dIsis,Terrestrial Ecosystems focused organization in Angouleme France.,https://directories.onepercentfortheplanet.org/profile/les-jardins-disis,24
Acres of Ancestry Initiative/Black Agrarian Fund,Re-centering ecocultural traditions in collaboration with rural Black Belt communities. Washington DC.,https://directories.onepercentfortheplanet.org/profile/acres-of-ancestry-initiativeblack-agrarian-fund,24
Ceres Community Project,Providing organic meals for families facing serious illness through youth development programs. Sebastopol CA.,https://directories.onepercentfortheplanet.org/profile/ceres-community-project,24
HOST,Empowers environmental and social action by enhancing effectiveness of grassroots initiatives globally. Sheffield UK.,https://directories.onepercentfortheplanet.org/profile/host,24
Angama Foundation,Biodiversity & Wildlife focused organization in Nairobi Kenya.,https://directories.onepercentfortheplanet.org/profile/angama-foundation,24
Fellowship of the Wheel,Advocating for and maintaining 100+ miles of public multi-use trails in Chittenden County VT.,https://directories.onepercentfortheplanet.org/profile/fellowship-of-the-wheel,24
Urban Surf 4 Kids,Surf therapy mentoring life skills and outdoor equity for foster youth. El Cajon CA.,https://directories.onepercentfortheplanet.org/profile/urban-surf-4-kids,24
Blue Forest Conservation,Bringing people finance and science together to restore forests watersheds ecosystems and communities. Sacramento CA.,https://directories.onepercentfortheplanet.org/profile/blue-forest-conservation,24
Friends of the Koala,Biodiversity & Wildlife focused organization in East Lismore NSW Australia.,https://directories.onepercentfortheplanet.org/profile/friends-of-the-koala,24
Rewilding Chile,Legacy of Tompkins Conservation protecting the Route of Parks of Chilean Patagonia.,https://directories.onepercentfortheplanet.org/profile/rewilding-chile,24
Ibiza Preservation,Preserving Ibiza and Formentera islands land and sea through biodiversity protection. Santa Gertrudis Spain.,https://directories.onepercentfortheplanet.org/profile/ibizapreservation,24
PURE OCEAN,Supporting applied research and fighting climate change while preserving marine biodiversity. Marseille France.,https://directories.onepercentfortheplanet.org/profile/pure-ocean,24
Project New Village,Food justice through urban agriculture and supporting local sustainable farmers. San Diego CA.,https://directories.onepercentfortheplanet.org/profile/project-new-village,24
Y on Earth Community,Transforming world through community mobilization soil regeneration climate action and kindness. Boulder CO.,https://directories.onepercentfortheplanet.org/profile/y-on-earth-community,24
Cincinnati Nature Center,Nature is for everyone. Based in Milford OH.,https://directories.onepercentfortheplanet.org/profile/cincinnati-nature-center,24
Club Alpin Belge,Biodiversity & Wildlife focused organization in Namur Belgium.,https://directories.onepercentfortheplanet.org/profile/club-alpin-belge,24
Siskiyou Outdoor Recreation Alliance,Terrestrial Ecosystems focused organization in Mount Shasta CA.,https://directories.onepercentfortheplanet.org/profile/siskiyou-outdoor-recreation-alliance,25
SOS Rivieres et Environnement,Freshwater Ecosystems focused organization in Saint Jean DAngely France.,https://directories.onepercentfortheplanet.org/profile/sos-rivires-et-environnement,25
Environmental Education Association of Illinois,Providing leadership in environmental education since 1972. Urbana IL.,https://directories.onepercentfortheplanet.org/profile/environmental-education-association-of-illinois,25
Clean Ocean Access,Coastal inspired organization cultivating friendships for ocean protection since 2006. Middletown RI.,https://directories.onepercentfortheplanet.org/profile/clean-ocean-access,25
Tsavo Trust,Conserving the vast wilderness of the Tsavo Conservation Area in Kenya.,https://directories.onepercentfortheplanet.org/profile/tsavo-trust,25
Le Paysan Urbain,Urban agriculture association focused on socio-professional integration through plants. Marseille France.,https://directories.onepercentfortheplanet.org/profile/le-paysan-urbain,25
Sea Change Trust,Freshwater Ecosystems focused organization in Cape Town South Africa.,https://directories.onepercentfortheplanet.org/profile/sea-change-trust,25
Limity jsme my,Czech climate justice movement working to keep fossil fuels in the ground. Prague Czechia.,https://directories.onepercentfortheplanet.org/profile/limity-jsme-my,25
Agir pour la transition,Local currency initiative (MUSE) for ecological and social purposes in Angers France.,https://directories.onepercentfortheplanet.org/profile/agir-pour-la-transition,25
Shark Conservation Australia,Biodiversity & Wildlife focused organization in Richmond VIC Australia.,https://directories.onepercentfortheplanet.org/profile/shark-conservation-australia,25
Pacific Wild,Protecting wildlife and their habitat in the Great Bear Rainforest. Victoria BC Canada.,https://directories.onepercentfortheplanet.org/profile/pacific-wild,25
The New Zealand Trees for Bees Research Trust,Food Systems focused organization in Havelock North New Zealand.,https://directories.onepercentfortheplanet.org/profile/the-new-zealand-trees-for-bees-research-trust,25
Amigos del Mar,Promoting marine conservation through community organization in Olmue Chile.,https://directories.onepercentfortheplanet.org/profile/amigos-del-mar,25
ANPER-TOS,Freshwater Ecosystems focused organization in LUX France.,https://directories.onepercentfortheplanet.org/profile/anpertos,25
Reef Life Foundation,Biodiversity & Wildlife focused organization in Cottonwood Heights UT.,https://directories.onepercentfortheplanet.org/profile/reef-life-foundation,25
Project Waterfall (Allegra Foundation),Charity of choice for the coffee industry working to end the water crisis. London UK.,https://directories.onepercentfortheplanet.org/profile/project-waterfall-allegra-foundation,25
Blue Scholars Initiative,Empowering youth to explore marine science and discover their role in Earths future. Miami FL.,https://directories.onepercentfortheplanet.org/profile/blue-scholars-initiative,25
Conservatoire d espaces naturels de Provence-Alpes-Cote d Azur (CEN PACA),Knowledge protection and management of natural spaces in Provence-Alpes-Cote dAzur France.,https://directories.onepercentfortheplanet.org/profile/conservatoire-despaces-naturels-de-provencealpescte-dazur-cen-paca,25
Regeneration International,Promoting global transition to regenerative food farming and land management. Finland MN.,https://directories.onepercentfortheplanet.org/profile/regeneration-international,25
Upcycled Food Foundation,Global nonprofit focused on stopping food waste. Denver CO.,https://directories.onepercentfortheplanet.org/profile/upcycled-food-association,25
Le Tichodrome - Centre de Sauvegarde de la Faune Sauvage,Care and protection of wildlife. Based in Le Gua Isere France.,https://directories.onepercentfortheplanet.org/profile/le-tichodrome-centre-de-sauvegarde-de-la-faune-sauvage,26
GoZERO Services,Food Systems focused organization in Huntsville OH.,https://directories.onepercentfortheplanet.org/profile/gozero-services,26
Nature Foundation,Non-profit wildlife foundation investing in conserving restoring and protecting Australian landscapes. Prospect SA Australia.,https://directories.onepercentfortheplanet.org/profile/nature-foundation,26
The Alliance for Collective Action,Uniting the collective power of environmental and social movements for a thriving planet. Denver CO.,https://directories.onepercentfortheplanet.org/profile/the-alliance-for-collective-action,26
We The People Opportunity Farm,Food Systems focused organization in Ann Arbor MI.,https://directories.onepercentfortheplanet.org/profile/we-the-people-opportunity-farm,26
Central Sierra Historical Society - Resiliency Fund,Supporting Creek Fire recovery efforts in Fresno Countys Central Sierra region. Shaver Lake CA.,https://directories.onepercentfortheplanet.org/profile/central-sierra-historical-society-resiliency-fund,26
ON A MISSION,Enabling businesses and individuals to support high quality sustainable reforestation projects worldwide. Le Vaud Switzerland.,https://directories.onepercentfortheplanet.org/profile/on-a-mission,26
Flathead Lakers,Freshwater Ecosystems focused organization in Polson MT.,https://directories.onepercentfortheplanet.org/profile/flathead-lakers,26
Greening Youth Foundation,Climate Adaptation focused organization in Atlanta GA.,https://directories.onepercentfortheplanet.org/profile/greening-youth-foundation,26
The Solutions Project,Climate Adaptation focused organization in Oakland CA.,https://directories.onepercentfortheplanet.org/profile/the-solutions-project,26
The Americas for the Arts Inc.,Latina-led nonprofit powering inclusive environmental and cultural workspaces. Denver CO.,https://directories.onepercentfortheplanet.org/profile/the-americas-for-the-arts-inc,26
Western Foothills Land Trust,Protecting land and water resources providing nature-placed education and recreation. Norway ME.,https://directories.onepercentfortheplanet.org/profile/western-foothills-land-trust,26
African Cat Project,Non-profit working to conserve Africas beautiful big cats. Central Coast NSW Australia.,https://directories.onepercentfortheplanet.org/profile/african-cat-project,26
Football Ecologie France,Movement of citizens passionate about ecology and football promoting ecological practices in sports. Lyon France.,https://directories.onepercentfortheplanet.org/profile/football-ecologie-france,26
Earth Matter NY Inc.,Reducing organic waste misdirected into the garbage stream. New York NY.,https://directories.onepercentfortheplanet.org/profile/earth-matter-ny-inc,26
Trees Forever Inc.,Bringing shade beauty and habitat to cities small towns and farms since 1989. Marion IA.,https://directories.onepercentfortheplanet.org/profile/trees-forever-inc,26
Croatan Institute,Leveraging finance to build a just and resilient economy. Durham NC.,https://directories.onepercentfortheplanet.org/profile/croatan-institute,26
Alameda County Community Food Bank,Distributing millions of healthy meals every year and ending hunger in Oakland CA.,https://directories.onepercentfortheplanet.org/profile/alameda-county-community-food-bank,26
Adventure Crew,City teens developing courageous spirit through outdoor adventures in Cincinnati OH.,https://directories.onepercentfortheplanet.org/profile/adventure-crew,26
Just a Drop,International water charity providing sustainable safe water sanitation and hygiene projects. Richmond UK.,https://directories.onepercentfortheplanet.org/profile/just-a-drop,26
Indigenous Peoples Power Project (IP3),Nonviolent direct-action training network supporting Indigenous communities facing extraction threats. Portland OR.,https://directories.onepercentfortheplanet.org/profile/indigenous-peoples-power-project,27
The Tri,Climate Adaptation focused organization in San Clemente CA.,https://directories.onepercentfortheplanet.org/profile/the-tri,27
Les Ptits Vers du Fier,Climate Adaptation focused organization in Ars en Re France.,https://directories.onepercentfortheplanet.org/profile/les-ptits-vers-du-fier,27
Climate Solutions Accelerator,Facilitating collaboration for large-scale climate mobilization in the Genesee-Finger Lakes Region. Rochester NY.,https://directories.onepercentfortheplanet.org/profile/climate-solutions-accelerator,27
Montanas Outdoor Legacy Foundation,Balancing Montanas wildlife populations with working landscapes and conservation education. Helena MT.,https://directories.onepercentfortheplanet.org/profile/montanas-outdoor-legacy-foundation,27
Seatuck Environmental Association,Dedicated to conserving Long Island wildlife and the environment. Islip NY.,https://directories.onepercentfortheplanet.org/profile/seatuck-environmental-association,27
Do Good Bus,Education awareness and action to create climate positive results. Malibu CA.,https://directories.onepercentfortheplanet.org/profile/do-good-bus,27
Rothenberg Rooftop Garden,Rooftop learning garden impacting hundreds of students annually in Cincinnati OH.,https://directories.onepercentfortheplanet.org/profile/rothenberg-rooftop-garden,27
Echo Conservation Society,Using boots on the ground approach to address threats to wildlife and wilderness in BC Canada.,https://directories.onepercentfortheplanet.org/profile/echo-conservation-society,27
Feeding America,Food Systems focused organization in Chicago IL.,https://directories.onepercentfortheplanet.org/profile/feeding-america,27
Dogon Nature - Agroecologie au pays Dogon,Terrestrial Ecosystems focused organization in CHATOU France.,https://directories.onepercentfortheplanet.org/profile/dogon-nature-agrocologie-au-pays-dogon,27
Conservation College,Terrestrial Ecosystems focused organization in Puyallup WA.,https://directories.onepercentfortheplanet.org/profile/conservation-college,27
Association Un reve dabeilles,Bee pollinator protection organization in Douvaine France.,https://directories.onepercentfortheplanet.org/profile/association-un-rve-dabeilles,27
Hudson River Environmental Society Inc.,Freshwater Ecosystems focused organization in Marlboro NY.,https://directories.onepercentfortheplanet.org/profile/hudson-river-environmental-society-inc,27
CPIE de la Vallee de lOgnon,Climate Adaptation focused organization in Brussey France.,https://directories.onepercentfortheplanet.org/profile/cpie-de-la-valle-de-lognon,27
The David Sheldrick Wildlife Trust USA,One of Africas leading conservation organizations embracing all measures of wildlife protection. Laguna Hills CA.,https://directories.onepercentfortheplanet.org/profile/sheldrick-wildlife-trust-approvable,27
Lower Phalen Creek Project,Working on indigenous sacred sites wild urban spaces and community stewardship. Saint Paul MN.,https://directories.onepercentfortheplanet.org/profile/lower-phalen-creek-project,27
Shark Allies,Grassroots group working to curb overfishing of sharks on a global scale. Venice CA.,https://directories.onepercentfortheplanet.org/profile/shark-allies,27
Yarra Riverkeeper Association,Protecting and representing Melbournes iconic Yarra River through science and community. Melbourne VIC Australia.,https://directories.onepercentfortheplanet.org/profile/yarra-riverkeeper-association,27
Earthfire Institute,Wildlife sanctuary rehabilitation and retreat center working through Reconnection Ecology. Driggs ID.,https://directories.onepercentfortheplanet.org/profile/earthfire-institute,27
Four Kingdoms Council,501(c)(3) nonprofit running Dharmas Garden a small neighborhood farm project. Boulder CO.,https://directories.onepercentfortheplanet.org/profile/four-kingdoms-council,28
Brave Trails,Leadership development and environmental education programming for LGBTQ+ youth. Los Angeles CA.,https://directories.onepercentfortheplanet.org/profile/brave-trails,28
The Climate Resilience Fund,Mobilizing resources to support resilience and sustainability outcomes across the U.S. Bainbridge Island WA.,https://directories.onepercentfortheplanet.org/profile/the-climate-resilience-fund,28
Beaver Creek Wetlands Association,Conserving the Beaver Creek wetland corridor since 1988. Beavercreek OH.,https://directories.onepercentfortheplanet.org/profile/beaver-creek-wetlands-association,28
Woods Hole Oceanographic Institution,Climate Adaptation focused organization in Woods Hole MA.,https://directories.onepercentfortheplanet.org/profile/woods-hole-oceanographic-institution,28
Universite Domaine du Possible Volpeliere,Climate Adaptation focused organization in Arles France.,https://directories.onepercentfortheplanet.org/profile/universite-domaine-du-possible-volpeliere,28
California Product Stewardship Council (CPSC),Toxics & Pollution focused organization in Sacramento CA.,https://directories.onepercentfortheplanet.org/profile/california-product-stewardship-council-cpsc,28
Woolrich Outdoor Foundation,Protecting forests coasts and supporting urban renewal projects through 1% for the Planet. New York NY.,https://directories.onepercentfortheplanet.org/profile/woolrich-outdoor-foundation,28
Burrenbeo Trust,Irelands landscape charity restoring the critically endangered native pine to Irelands flora. Kinvara Ireland.,https://directories.onepercentfortheplanet.org/profile/burrenbeo-trust,28
Zero Dechet Touraine,Non-profit promoting zero waste philosophy in the Loire Valley France.,https://directories.onepercentfortheplanet.org/profile/zero-dchet-touraine,28
TRICYCLE,Collecting soft plastic packaging for recycling. Berric France.,https://directories.onepercentfortheplanet.org/profile/tricycle,28
Humans By Nature,Disruptive ecosystem multiplying local initiatives favorable to the environment in Urrugne France.,https://directories.onepercentfortheplanet.org/profile/humans-by-nature,28
Ascutney Trails Association,Overseeing trails on Mt Ascutney for hikers mountain bikers and outdoor enthusiasts. Brownsville VT.,https://directories.onepercentfortheplanet.org/profile/ascutney-trails-association,28
Wildlife Health Center Foundation - The SeaDoc Society,Conducting and sponsoring scientific research in the Salish Sea. Eastsound WA.,https://directories.onepercentfortheplanet.org/profile/wildlife-health-center-foundation-the-seadoc-society,28
AREI Inc.,Climate Adaptation focused organization in Aspen CO.,https://directories.onepercentfortheplanet.org/profile/arei-inc,28
Slow Food in the Tetons,Envisioning a world of good clean and fair food for all. Jackson WY.,https://directories.onepercentfortheplanet.org/profile/slow-food-in-the-tetons,28
Phillip and Patricia Frost Museum of Science,Inspiring people to enjoy science and understand its power to positively impact our world. Miami FL.,https://directories.onepercentfortheplanet.org/profile/phillip-and-patricia-frost-museum-of-science,28
Borneo Orangutan Survival UK,Saving orangutans from extinction together. London UK.,https://directories.onepercentfortheplanet.org/profile/borneo-orangutan-survival-uk,28
Aegean Rebreath,Toxics & Pollution focused organization in Athens Greece.,https://directories.onepercentfortheplanet.org/profile/aegean-rebreath,28
Ohio City Incorporated,Terrestrial Ecosystems focused organization in Cleveland OH.,https://directories.onepercentfortheplanet.org/profile/ohio-city-incorporated,28
Beaver Trust,Nature restoration charity returning beavers to Britain combatting biodiversity loss. Kington UK.,https://directories.onepercentfortheplanet.org/profile/beaver-trust,29
Native Land Conservancy Inc.,Native-run land conservation group preserving healthy landscapes for all living things. Mashpee MA.,https://directories.onepercentfortheplanet.org/profile/native-land-conservancy-inc,29
Asia Society for Social Improvement and Sustainable Transformation (ASSIST),Food Systems focused organization in Makati Philippines.,https://directories.onepercentfortheplanet.org/profile/asia-society-for-social-improvement-sustainable-transformation-assist,29
Nordic Ocean Watch Denmark,Strengthening public focus on ocean pollution and marine debris reduction. Copenhagen Denmark.,https://directories.onepercentfortheplanet.org/profile/nordic-ocean-watch-denmark,29
Birch Aquarium at Scripps,Public exploration center for Scripps Institution of Oceanography featuring 60+ marine habitats. La Jolla CA.,https://directories.onepercentfortheplanet.org/profile/birch-aquarium-at-scripps,29
The Reef Institute,Freshwater Ecosystems focused organization in West Palm Beach FL.,https://directories.onepercentfortheplanet.org/profile/the-reef-institute,29
back2earth INC,Inspiring a generation to adopt composting lifestyle. Miami FL.,https://directories.onepercentfortheplanet.org/profile/back2earth-inc,29
Wild Survivors,Responding to pressing issues affecting elephants people and habitats in Tanzania by empowering women beekeepers. Stowmarket UK.,https://directories.onepercentfortheplanet.org/profile/wild-survivors,29
Conservation Volunteers Australia,Empowering people to take action for nature since 1982. Ballarat VIC Australia.,https://directories.onepercentfortheplanet.org/profile/conservation-volunteers-australia,29
ClimateScience,UK-based charity revolutionizing climate education by making it reliable and fun for everyone. London UK.,https://directories.onepercentfortheplanet.org/profile/climatescience,29
Bungalook Creek Wildlife Shelter,Biodiversity & Wildlife focused organization in Mount Evelyn VIC Australia.,https://directories.onepercentfortheplanet.org/profile/bungalook-creek-wildlife-shelter,29
Jane Goodall Institute Australia,Biodiversity & Wildlife focused organization in Mosman NSW Australia.,https://directories.onepercentfortheplanet.org/profile/jane-goodall-institute-australia,29
TreeFolks,Strengthening community in Central Texas through planting and caring for trees. Austin TX.,https://directories.onepercentfortheplanet.org/profile/treefolks,29
Farming Hope,Culinary job training food security and food recovery in San Francisco CA.,https://directories.onepercentfortheplanet.org/profile/farming-hope,29
Texas Trees Foundation,Creating a new green legacy for North Texas through transformational research-based plans. Dallas TX.,https://directories.onepercentfortheplanet.org/profile/texas-trees-foundation,29
Gondwana Rainforest Trust Ltd,Not-for-profit focused on rainforest protection conservation and regeneration in Australia. Mullumbimby NSW.,https://directories.onepercentfortheplanet.org/profile/Gondwana-Rainforest-Trust-Ltd,29
Ezeora Women Farmers Association,Improving living standard of women farmers through agricultural production. Anambra Nigeria.,https://directories.onepercentfortheplanet.org/profile/ezeora-women-farmers-association,29
HEBDO ECOLO,Climate Adaptation focused organization in Oinville sur Montcient France.,https://directories.onepercentfortheplanet.org/profile/hebdo-ecolo,29
ITASEOUL,Non-profit organization for altruistic good activists in Seoul Republic of Korea.,https://directories.onepercentfortheplanet.org/profile/itaseoul,29
A Dos de Libellule,Creating connections between people and nature through nature clubs and outdoor activities. Tonnay-Charente France.,https://directories.onepercentfortheplanet.org/profile/a-dos-de-libellule,29
WORK,Transforming recyclables collection systems to include informal waste workers and improve human rights. Los Angeles CA.,https://directories.onepercentfortheplanet.org/profile/work,30
